0.603149, -0.366000, 0.061000, 0.183000
0.613289, -0.366000, 0.122000, 0.061000
0.623429, -0.366000, 0.061000, 0.122000
0.633569, -0.427000, 0.061000, 0.183000
0.643709, -0.427000, 0.061000, 0.183000
0.653849, -0.366000, -0.000000, 0.061000
0.663989, -0.366000, -0.000000, 0.122000
0.674129, -0.427000, -0.061000, 0.122000
0.684269, -0.427000, -0.000000, 0.061000
0.694409, -0.488000, 0.061000, 0.183000
0.704549, -0.488000, 0.061000, 0.122000
0.714688, -0.488000, 0.183000, 0.122000
0.724828, -0.427000, 0.122000, 0.183000
0.734968, -0.427000, -0.000000, 0.061000
0.745108, -0.244000, 0.061000, 0.122000
0.755248, -0.305000, 0.061000, 0.122000
0.765388, -0.488000, 0.061000, 0.122000
0.775528, -0.427000, -0.000000, 0.122000
0.785668, -0.305000, 0.061000, 0.061000
0.795808, -0.366000, 0.061000, 0.061000
0.805948, -0.427000, 0.061000, 0.122000
0.816088, -0.366000, 0.122000, 0.183000
0.826228, -0.427000, 0.061000, 0.061000
0.836368, -0.488000, 0.061000, 0.061000
0.846508, -0.366000, 0.122000, 0.122000
0.856648, -0.488000, 0.061000, 0.183000
0.866788, -0.427000, -0.000000, 0.122000
0.876928, -0.366000, 0.061000, 0.122000
0.887068, -0.427000, 0.122000, 0.183000
0.897208, -0.366000, 0.061000, 0.183000
0.907348, -0.366000, -0.000000, 0.122000
0.917488, -0.366000, -0.000000, 0.061000
0.927627, -0.366000, 0.061000, 0.122000
0.937767, -0.305000, 0.061000, 0.122000
0.947907, -0.366000, 0.061000, 0.183000
0.958047, -0.366000, 0.061000, 0.122000
0.968187, -0.305000, 0.061000, 0.122000
0.978327, -0.305000, -0.000000, 0.122000
0.988467, -0.427000, 0.061000, 0.122000
0.998607, -0.488000, -0.000000, 0.061000
1.008747, -0.488000, 0.061000, 0.122000
1.018887, -0.366000, 0.061000, 0.183000
1.029027, -0.427000, 0.061000, 0.183000
1.039167, -0.427000, 0.061000, 0.122000
1.049307, -0.366000, 0.061000, 0.183000
1.059447, -0.366000, 0.061000, 0.183000
1.069587, -0.488000, 0.061000, 0.122000
1.079727, -0.366000, 0.061000, 0.061000
1.089867, -0.366000, -0.000000, 0.122000
1.100007, -0.488000, -0.000000, 0.122000
1.110147, -0.427000, 0.061000, 0.183000
1.120287, -0.427000, 0.122000, 0.122000
1.130426, -0.366000, 0.061000, 0.122000
1.140566, -0.305000, -0.000000, 0.183000
1.150706, -0.366000, 0.122000, 0.122000
1.160846, -0.427000, 0.061000, 0.122000
