0.998565, -0.427000, 0.061000, 0.122000
1.008701, -0.488000, -0.000000, 0.122000
1.018837, -0.366000, 0.061000, 0.061000
1.028972, -0.427000, 0.183000, 0.061000
1.039108, -0.366000, 0.061000, 0.183000
1.049244, -0.427000, 0.061000, 0.122000
1.059380, -0.427000, 0.122000, 0.122000
1.069516, -0.366000, 0.122000, 0.183000
1.079651, -0.427000, 0.061000, 0.122000
1.089787, -0.488000, -0.000000, 0.183000
1.099923, -0.427000, 0.061000, 0.122000
1.110059, -0.427000, 0.122000, 0.183000
1.120194, -0.427000, 0.061000, 0.122000
1.130330, -0.305000, 0.122000, 0.122000
1.140466, -0.366000, 0.061000, 0.183000
1.150602, -0.366000, 0.061000, 0.122000
1.160738, -0.366000, 0.244000, 0.122000
1.170873, -0.366000, 0.183000, 0.244000
1.181009, -0.366000, 0.122000, 0.183000
1.191145, -0.427000, 0.122000, 0.122000
1.201281, -0.488000, 0.061000, 0.122000
1.211417, -0.366000, -0.000000, 0.122000
1.221552, -0.427000, -0.000000, 0.183000
1.231688, -0.427000, 0.061000, 0.122000
1.241824, -0.366000, 0.061000, 0.183000
1.251960, -0.427000, 0.061000, 0.122000
1.262096, -0.366000, 0.122000, 0.183000
1.272231, -0.427000, 0.061000, 0.183000
1.282367, -0.427000, -0.000000, 0.244000
1.292503, -0.427000, 0.122000, 0.183000
1.302639, -0.366000, 0.061000, 0.122000
1.312774, -0.427000, 0.122000, 0.122000
1.322910, -0.427000, 0.061000, 0.061000
1.333046, -0.488000, 0.061000, 0.122000
1.343182, -0.366000, 0.122000, 0.183000
1.353318, -0.366000, 0.061000, 0.183000
1.363453, -0.305000, 0.061000, 0.183000
1.373589, -0.244000, -0.000000, 0.122000
1.383725, -0.366000, 0.061000, 0.061000
1.393861, -0.427000, -0.000000, 0.061000
1.403997, -0.427000, -0.000000, 0.061000
1.414132, -0.549000, 0.061000, 0.122000
1.424268, -0.488000, 0.061000, 0.183000
1.434404, -0.427000, 0.061000, 0.061000
1.444540, -0.427000, 0.061000, 0.061000
1.454676, -0.427000, 0.061000, 0.183000
1.464811, -0.427000, 0.061000, 0.183000
1.474947, -0.366000, 0.061000, 0.183000
1.485083, -0.366000, 0.061000, 0.122000
1.495219, -0.427000, 0.061000, 0.061000
1.505354, -0.366000, 0.061000, 0.122000
1.515490, -0.427000, 0.061000, 0.122000
1.525626, -0.366000, -0.000000, 0.183000
1.535762, -0.427000, -0.000000, 0.183000
1.545898, -0.427000, 0.122000, 0.244000
1.556033, -0.427000, 0.122000, 0.183000
1.566169, -0.305000, -0.000000, 0.061000
1.576305, -0.427000, 0.061000, 0.183000
1.586441, -0.427000, 0.061000, 0.183000
1.596577, -0.427000, 0.061000, 0.183000
1.606712, -0.427000, 0.061000, 0.061000
1.616848, -0.427000, -0.000000, 0.122000
1.626984, -0.427000, 0.122000, 0.122000
1.637120, -0.549000, 0.122000, 0.122000
1.647255, -0.488000, -0.000000, 0.122000
1.657391, -0.427000, -0.000000, 0.183000
1.667527, -0.366000, 0.122000, 0.183000
1.677663, -0.427000, 0.061000, 0.244000
1.687799, -0.427000, -0.000000, 0.183000
1.697934, -0.244000, 0.061000, 0.122000
1.708070, -0.366000, 0.061000, 0.183000
1.718206, -0.427000, -0.000000, 0.122000
